End_date,Casualty_ratio
2009-05-18T00:00:00,1.5
2004-05-31T00:00:00,1.1428571428571428
2012-03-10T00:00:00,0.9090909090909091
2012-10-04T00:00:00,3.2857142857142856
2012-02-12T00:00:00,3.0
2010-09-21T00:00:00,1.5
2010-10-22T00:00:00,1.0909090909090908
2010-02-16T00:00:00,1.25
2010-03-11T00:00:00,0.5
2010-02-05T00:00:00,2.0
2003-06-03T00:00:00,1.1111111111111112
2004-08-01T00:00:00,1.3333333333333333
2010-01-05T00:00:00,2.0
2010-09-09T00:00:00,1.3
2012-07-22T00:00:00,0.875
2010-11-04T00:00:00,1.25
2010-08-14T00:00:00,1.1
2010-10-23T00:00:00,1.2
2010-02-05T00:00:00,1.4166666666666667
2010-05-10T00:00:00,1.225
2010-06-28T00:00:00,1.1666666666666667
2010-02-05T00:00:00,1.3333333333333333
2012-02-23T00:00:00,1.2
2008-06-23T00:00:00,1.5
2008-06-23T00:00:00,1.375
2008-07-02T00:00:00,2.3333333333333335
2008-07-18T00:00:00,1.6
2008-07-18T00:00:00,1.5
2008-07-22T00:00:00,2.375
2008-07-30T00:00:00,1.25
2010-12-30T00:00:00,1.5384615384615385
2008-07-31T00:00:00,1.7692307692307692
2008-08-02T00:00:00,1.125
2008-08-03T00:00:00,1.3636363636363635
2008-08-06T00:00:00,1.5555555555555556
2008-08-08T00:00:00,3.2
2008-08-13T00:00:00,1.5
2008-08-11T00:00:00,1.2777777777777777
2008-08-12T00:00:00,1.0769230769230769
2008-08-16T00:00:00,1.3333333333333333
2010-09-08T00:00:00,1.8
2008-08-22T00:00:00,2.5454545454545454
2008-08-23T00:00:00,1.2857142857142858
2008-08-24T00:00:00,1.4864864864864864
2008-08-31T00:00:00,2.317073170731707
2008-09-02T00:00:00,2.3
2010-02-20T00:00:00,1.2
2008-09-04T00:00:00,1.5
2008-09-07T00:00:00,0.6666666666666666
2008-09-06T00:00:00,1.0285714285714285
2010-03-29T00:00:00,0.8333333333333334
2008-09-10T00:00:00,1.4166666666666667
2008-09-11T00:00:00,5.363636363636363
2008-09-15T00:00:00,1.6
2008-09-16T00:00:00,1.6666666666666667
2008-09-18T00:00:00,1.2
2010-01-04T00:00:00,0.6666666666666666
2008-09-25T00:00:00,2.0
2008-09-29T00:00:00,1.4615384615384615
2010-05-23T00:00:00,4.0
2008-10-08T00:00:00,2.0
2008-10-10T00:00:00,1.0731707317073171
2008-10-11T00:00:00,6.0
2008-10-13T00:00:00,1.6666666666666667
2008-10-17T00:00:00,1.1111111111111112
2009-07-09T00:00:00,0.6666666666666666
2008-10-19T00:00:00,0.5
2010-06-05T00:00:00,1.125
2008-10-21T00:00:00,1.25
2008-10-22T00:00:00,0.5
2008-11-08T00:00:00,7.0
2009-05-05T00:00:00,1.6
2009-11-05T00:00:00,0.75
2010-03-21T00:00:00,1.3333333333333333
2010-03-31T00:00:00,1.24
2010-10-29T00:00:00,1.5
2008-11-17T00:00:00,0.5
2009-02-05T00:00:00,2.0
2008-12-03T00:00:00,1.2
2008-12-05T00:00:00,1.1428571428571428
2008-12-11T00:00:00,1.1666666666666667
2008-12-27T00:00:00,36.0
2009-01-01T00:00:00,1.6666666666666667
2009-01-13T00:00:00,3.0
2009-01-17T00:00:00,1.1666666666666667
2009-02-01T00:00:00,2.2857142857142856
2009-02-02T00:00:00,10.0
2009-02-03T00:00:00,1.6666666666666667
2009-02-15T00:00:00,1.5
2009-02-23T00:00:00,3.3333333333333335
2009-09-14T00:00:00,0.8888888888888888
2009-04-23T00:00:00,1.3333333333333333
2009-04-26T00:00:00,1.2
2009-05-01T00:00:00,3.0
2009-05-18T00:00:00,1.1666666666666667
2009-05-31T00:00:00,1.2222222222222223
2009-05-30T00:00:00,1.4444444444444444
2009-06-05T00:00:00,1.4
2009-06-10T00:00:00,1.1428571428571428
2009-06-14T00:00:00,4.0
2009-06-19T00:00:00,1.375
2009-06-28T00:00:00,0.5
2009-07-12T00:00:00,1.375
2009-08-12T00:00:00,1.2857142857142858
2009-09-01T00:00:00,10.0
2009-09-06T00:00:00,0.9411764705882353
2009-09-08T00:00:00,24.0
2009-09-19T00:00:00,0.8333333333333334
2009-09-24T00:00:00,1.6
2009-10-03T00:00:00,5.0
2009-10-09T00:00:00,1.1111111111111112
2009-10-11T00:00:00,0.9090909090909091
2009-10-16T00:00:00,0.6666666666666666
2009-10-23T00:00:00,7.5
2009-10-25T00:00:00,1.25
2009-11-06T00:00:00,1.6
2009-11-08T00:00:00,0.5
2009-12-03T00:00:00,1.0909090909090908
2009-12-18T00:00:00,1.1111111111111112
2009-12-19T00:00:00,1.1666666666666667
2009-12-22T00:00:00,0.8333333333333334
2010-01-01T00:00:00,1.1595744680851063
2010-01-06T00:00:00,1.25
2010-01-28T00:00:00,1.1818181818181819
2010-02-10T00:00:00,1.7
2010-02-18T00:00:00,1.3333333333333333
2010-02-22T00:00:00,1.3333333333333333
2010-03-05T00:00:00,1.1515151515151516
2010-03-08T00:00:00,1.4545454545454546
2010-03-12T00:00:00,1.441860465116279
2010-03-13T00:00:00,2.25
2010-03-14T00:00:00,3.0
2010-03-15T00:00:00,1.3333333333333333
2010-03-24T00:00:00,1.0952380952380953
2010-03-27T00:00:00,3.0
2010-03-31T00:00:00,2.0
2010-04-01T00:00:00,1.8461538461538463
2010-04-11T00:00:00,1.5
2010-04-11T00:00:00,4.1
2010-04-04T00:00:00,1.3
2010-04-09T00:00:00,1.2666666666666666
2010-04-12T00:00:00,2.625
2010-04-15T00:00:00,1.6
2010-04-17T00:00:00,1.375
2010-04-18T00:00:00,1.7857142857142858
2010-04-23T00:00:00,1.1428571428571428
2010-05-02T00:00:00,2.1052631578947367
2010-05-19T00:00:00,1.5238095238095237
2010-05-29T00:00:00,1.25
2010-06-09T00:00:00,5.25
2010-07-11T00:00:00,2.6666666666666665
2010-08-31T00:00:00,1.5
2010-08-31T00:00:00,7.75
2010-09-01T00:00:00,1.2142857142857142
2010-09-01T00:00:00,1.72
2010-09-06T00:00:00,1.1111111111111112
2010-09-07T00:00:00,1.2941176470588236
2010-09-19T00:00:00,1.0769230769230769
2010-10-07T00:00:00,1.4285714285714286
2010-10-24T00:00:00,1.1666666666666667
2010-11-02T00:00:00,8.5
2010-11-05T00:00:00,1.4393939393939394
2010-11-11T00:00:00,1.3333333333333333
2010-11-11T00:00:00,0.6666666666666666
2010-12-06T00:00:00,1.2380952380952381
2010-12-24T00:00:00,1.2962962962962963
2010-12-25T00:00:00,1.0465116279069768
2011-01-13T00:00:00,1.5
2011-01-25T00:00:00,1.6
2011-01-25T00:00:00,0.8
2011-02-02T00:00:00,1.2777777777777777
2011-02-02T00:00:00,1.1111111111111112
2011-02-20T00:00:00,1.3333333333333333
2011-02-23T00:00:00,1.25
2011-04-01T00:00:00,1.5
2011-05-01T00:00:00,1.125
2011-05-08T00:00:00,0.5
2011-05-31T00:00:00,1.125
2011-06-18T00:00:00,2.4166666666666665
2011-06-24T00:00:00,1.5
2011-06-24T00:00:00,1.5
2011-06-24T00:00:00,2.0
2011-06-24T00:00:00,2.0
2011-07-03T00:00:00,5.0
2011-07-08T00:00:00,15.0
2011-07-26T00:00:00,2.0
2011-07-27T00:00:00,0.5
2011-08-03T00:00:00,1.6666666666666667
2011-09-02T00:00:00,2.0
2011-09-07T00:00:00,1.173913043478261
2011-09-20T00:00:00,1.1578947368421053
2011-09-20T00:00:00,1.1153846153846154
2011-10-01T00:00:00,2.0
2011-11-20T00:00:00,20.0
2011-12-06T00:00:00,1.1666666666666667
